Customer_ID,Full_Name,Gender,DOB,Account_Type,Account_Status,Account_Balance,Currency,Branch_Code,Phone_Number,Email,Status,Street_Address,City,State,Zip_Code,Country,Customer_Since,Credit_Score,KYC_Verified,Risk_Level,Account_Fees,Preferred_Language
CUST101634,sArAh lee,F,1974-04-22,current,Suspended,3006.19,GBP,tx004,+1-481-492-2522,user1634@yahoo.com,active,1567 Broadway,los angeles,TX,35351,usa,2019-11-21,626,no,low,15.52,spanish
CUST101635,DavE doe,M,1962-01-15,checKing,CLOSED,3638.36,GBP,NY-001,+1-395-163-4854,user1635@protonmail.com,actve,2965 Elm Street,CHICAGO,IL,83488,usa,2011-02-20,731,Y,Medium,24.9,Spanish
CUST101636,mAry brown,Female,1965-09-26,savings,Suspended,6950.31,USD,sf006,+1-666-396-6231,user1636@gmial.com,active,7421 Elm Street,houston,FL,92860,usa,2016-10-10,388,no,Medium,3.17,Spanish
CUST101637,john SMITH,Male,1990-04-24,currnt,closed,7106.97,USD,LD-005,+1-765-349-2393,user1637@outlok.com,Inactive,3581 Sunset Blvd,los angeles,NY,87326,USA,2017-05-23,720,no,low,6.78,Spanish
CUST101638,sArAh SMITH,male,1983-09-09,checKing,Open,7381.18,usd,la002,+1-703-622-1776,user1638@outlok.com,inactve,5690 Main St,houston,FL,53977,usa,2021-01-04,566,Yes,medium,23.36,ENGLISH
CUST101639,DavE JOHNSON,male,1986-05-22,checKing,CLOSED,4811.39,USD,tx004,+1-905-594-5527,user1639@yahoo.com,Inactive,7159 Broadway,atlanta,IL,41962,usa,2017-06-15,370,no,Low,24.87,English
CUST101640,john brown,FEMALE,1971-04-24,checKing,open,3013.51,USD,LD-005,+1-531-901-3265,user1640@gmail.com,Inactive,8018 Broadway,los angeles,TX,49566,UsA,2021-06-06,449,No,Medium,13.94,spanish
CUST101641,mAry lee,male,1966-10-17,currnt,Open,3828.06,eur,la002,+1-299-422-6068,user1641@protonmail.com,active,2876 Main St,New York,IL,86863,USA,2015-09-24,821,Yes,Medium,0.43,spanish
CUST101642,mAry lee,M,1972-12-22,checKing,Suspended,4508.27,eur,la002,+1-518-987-6183,user1642@gmail.com,ACTIVE,9534 Broadway,miami,TX,20301,UsA,2005-06-13,409,Yes,low,20.76,Spanish
CUST101643,bOb o'connor,F,1985-01-25,savngs,CLOSED,4152.26,GBP,LD-005,+1-952-792-2600,user1643@protonmail.com,Inactive,3492 Broadway,miami,NY,14442,USA,2015-04-28,382,yes,Low,15.77,english
CUST101644,sArAh brown,M,1998-11-06,Checking,Open,5169.98,gbp,Ch-003,+1-135-103-4253,user1644@yahoo.com,ACTIVE,7966 2nd Ave,miami,TX,33377,UsA,2016-04-12,507,No,Medium,13.13,Spanish
CUST101645,bOb o'connor,FEMALE,1958-09-12,currnt,open,6126.92,usd,mi007,+1-850-891-1276,user1645@gmial.com,actve,2044 Main St,houston,TX,60935,UsA,2007-02-26,482,Y,High,24.14,spanish
CUST101646,mAry o'connor,M,2001-09-25,savngs,open,3456.49,USD,LD-005,+1-568-955-7623,user1646@yahoo.com,Inactive,2367 Main St,New York,NY,39463,UsA,2011-09-29,619,no,High,3.33,spanish
CUST101647,DavE doe,F,1951-05-06,currnt,suspended,7876.24,eur,NY-001,+1-286-103-7063,user1647@yahoo.com,active,3631 Broadway,houston,IL,88298,UsA,2010-12-07,433,no,High,8.62,spanish
CUST101648,sArAh o'connor,Female,1981-09-07,currnt,Suspended,5111.71,gbp,Ch-003,+1-936-935-5570,user1648@protonmail.com,INACTIVE,2574 Sunset Blvd,New York,IL,81506,usa,2007-06-02,305,Yes,Low,15.66,Spanish
CUST101649,ALICE doe,FEMALE,1999-10-14,Checking,closed,7036.83,USD,la002,+1-437-860-7212,user1649@yahoo.com,actve,9800 Broadway,CHICAGO,TX,64729,United States,2013-10-13,317,no,High,0.12,Spanish
CUST101650,john JOHNSON,Female,2002-11-30,current,Suspended,5635.14,gbp,mi007,+1-548-954-2221,user1650@protonmail.com,inactve,8378 2nd Ave,CHICAGO,IL,47724,usa,2016-02-20,590,No,Medium,21.63,ENGLISH
CUST101651,mAry doe,Male,1971-02-22,savngs,CLOSED,8234.29,eur,mi007,+1-439-120-1754,user1651@gmial.com,Inactive,9725 Broadway,houston,FL,87619,usa,2005-08-30,412,Y,High,19.05,spanish
CUST101652,ALICE lee,Female,1992-02-12,currnt,Suspended,3255.29,GBP,mi007,+1-546-543-7388,user1652@gmail.com,active,770 Main St,los angeles,FL,38721,UsA,2020-09-15,710,N,low,5.87,spanish
CUST101653,sArAh lee,Male,1962-06-15,currnt,CLOSED,4229.42,USD,tx004,+1-532-375-2507,user1653@yahoo.com,Inactive,6147 Main St,New York,GA,58254,USA,2021-03-12,328,N,medium,7.7,spanish
CUST101654,bOb brown,Male,1957-02-11,savings,suspended,4234.36,USD,la002,+1-175-113-7438,user1654@gmial.com,active,6121 Broadway,los angeles,TX,48614,USA,2017-12-25,519,no,low,7.64,Spanish
CUST101655,john o'connor,Female,1950-06-25,checKing,suspended,5274.24,usd,tx004,+1-479-406-2417,user1655@gmial.com,active,5824 Elm Street,houston,IL,43823,United States,2016-01-03,519,Yes,Low,21.53,spanish
CUST101656,ALICE JOHNSON,FEMALE,1966-03-08,current,suspended,5188.62,USD,mi007,+1-825-192-4683,user1656@yahoo.com,ACTIVE,8129 Maple Dr,CHICAGO,CA,87757,UsA,2019-07-05,482,N,high,8.03,Spanish
CUST101657,bOb SMITH,F,1961-03-07,Checking,closed,5583.27,eur,tx004,+1-388-101-8323,user1657@protonmail.com,Inactive,1388 Maple Dr,CHICAGO,CA,91141,UsA,2012-04-14,645,No,High,6.98,English
CUST101658,ALICE lee,M,1953-03-24,savngs,suspended,5209.94,gbp,LD-005,+1-654-431-2647,user1658@yahoo.com,active,9255 Main St,atlanta,CA,94760,United States,2008-03-12,383,Y,medium,18.49,ENGLISH
CUST101659,bOb JOHNSON,M,2002-12-16,currnt,Suspended,5836.04,gbp,LD-005,+1-508-728-5405,user1659@gmail.com,active,6461 Broadway,CHICAGO,GA,73621,usa,2018-05-29,699,N,High,14.47,English
CUST101660,mAry o'connor,F,1962-04-15,checKing,open,4274.19,GBP,la002,+1-890-733-8691,user1660@gmial.com,actve,664 2nd Ave,houston,IL,11595,UsA,2007-01-10,504,No,high,8.98,english
CUST101661,sArAh o'connor,Male,1980-10-13,savngs,CLOSED,5701.36,GBP,LD-005,+1-142-635-1246,user1661@gmail.com,Inactive,724 Elm Street,New York,TX,68647,United States,2010-01-20,591,No,high,14.4,English
CUST101662,bOb doe,Male,1990-07-05,Checking,CLOSED,9222.51,eur,la002,+1-476-891-4189,user1662@outlok.com,INACTIVE,604 Main St,miami,FL,54451,usa,2010-06-17,543,N,medium,22.99,ENGLISH
CUST101663,sArAh brown,FEMALE,1956-10-10,current,open,5006.76,gbp,mi007,+1-540-529-9982,user1663@outlok.com,INACTIVE,5453 Sunset Blvd,miami,TX,51816,usa,2020-04-22,672,No,low,11.26,english
CUST101664,mAry o'connor,male,1972-01-04,savings,Suspended,2833.57,GBP,mi007,+1-307-401-3307,user1664@protonmail.com,actve,4525 Maple Dr,New York,CA,48061,UsA,2012-01-29,798,N,high,0.12,spanish
CUST101665,john doe,Female,1973-05-18,current,closed,4059.34,GBP,LD-005,+1-486-647-7639,user1665@gmail.com,ACTIVE,8632 Main St,atlanta,NY,57369,USA,2005-04-23,840,no,High,18.35,spanish
CUST101666,ALICE SMITH,Male,1954-06-28,savings,Open,4310.7,usd,LD-005,+1-263-497-8522,user1666@protonmail.com,ACTIVE,1398 Sunset Blvd,houston,FL,34977,United States,2015-12-16,737,No,medium,24.96,spanish
CUST101667,bOb o'connor,M,1954-08-25,savngs,Suspended,3671.2,usd,mi007,+1-903-115-9650,user1667@outlok.com,active,3386 Main St,atlanta,GA,79908,USA,2016-06-12,484,no,medium,1.31,ENGLISH
CUST101668,DavE SMITH,FEMALE,1966-01-18,current,suspended,5183.33,eur,tx004,+1-339-652-8101,user1668@gmail.com,active,4592 2nd Ave,houston,NY,81640,United States,2015-02-01,461,No,Medium,15.28,english
CUST101669,DavE JOHNSON,Female,1979-10-30,current,Suspended,6198.51,eur,Ch-003,+1-671-668-9520,user1669@yahoo.com,active,4036 Maple Dr,los angeles,IL,32323,UsA,2017-11-22,635,Y,Low,9.96,english
CUST101670,ALICE brown,FEMALE,1958-01-09,current,CLOSED,3049.76,eur,LD-005,+1-750-679-2938,user1670@yahoo.com,Inactive,115 Elm Street,CHICAGO,FL,30422,usa,2014-05-05,842,Yes,high,14.11,english
CUST101671,john doe,Female,1955-01-29,Checking,CLOSED,2458.52,eur,sf006,+1-583-641-8951,user1671@gmail.com,Inactive,8187 Elm Street,atlanta,FL,41603,usa,2018-12-17,668,no,Medium,7.7,spanish
CUST101672,john brown,Female,1974-05-24,savngs,closed,8710.98,gbp,sf006,+1-900-729-2190,user1672@gmail.com,INACTIVE,3311 2nd Ave,los angeles,FL,94856,USA,2011-12-19,673,N,High,18.83,Spanish
CUST101673,bOb brown,F,1968-12-13,savings,suspended,3593.47,USD,sf006,+1-472-131-7078,user1673@gmial.com,inactve,1777 Sunset Blvd,atlanta,TX,45587,usa,2018-11-27,678,N,Low,2.33,English
CUST101674,ALICE doe,Male,1965-05-29,current,closed,7120.15,eur,LD-005,+1-922-705-8024,user1674@protonmail.com,active,1864 Main St,New York,NY,13956,USA,2005-05-20,386,Yes,low,2.25,Spanish
CUST101675,mAry doe,FEMALE,1970-03-05,savngs,closed,6141.71,usd,la002,+1-284-471-8430,user1675@gmial.com,INACTIVE,5736 Elm Street,CHICAGO,FL,84100,UsA,2011-02-06,775,N,High,13.51,Spanish
CUST101676,mAry JOHNSON,FEMALE,1951-07-06,checKing,open,4094.65,USD,tx004,+1-964-179-8446,user1676@gmail.com,actve,9509 Elm Street,los angeles,FL,25826,United States,2008-06-22,401,Y,Medium,8.02,ENGLISH
CUST101677,bOb lee,F,1959-08-15,Checking,Open,3818.3,USD,sf006,+1-486-123-4878,user1677@outlok.com,INACTIVE,2230 Broadway,New York,CA,68445,UsA,2009-01-31,629,Yes,Medium,23.08,English
CUST101678,sArAh lee,M,1965-04-28,Checking,Open,4093.19,gbp,mi007,+1-229-122-2425,user1678@gmial.com,inactve,1443 Sunset Blvd,New York,GA,14379,usa,2016-05-11,746,No,Medium,4.81,Spanish
CUST101679,bOb doe,M,1986-12-22,checKing,suspended,4337.03,GBP,tx004,+1-235-541-6873,user1679@gmial.com,Inactive,7865 Broadway,CHICAGO,GA,75847,UsA,2021-05-23,402,Y,Low,19.4,Spanish
CUST101680,john doe,Male,1964-09-10,savngs,closed,5928.88,USD,Ch-003,+1-565-969-9552,user1680@gmial.com,Inactive,1865 Broadway,New York,GA,84227,UsA,2010-08-18,431,no,Low,24.37,spanish
CUST101681,ALICE lee,Male,1962-01-31,savings,CLOSED,2910.95,gbp,Ch-003,+1-691-672-4060,user1681@gmial.com,active,6308 Broadway,houston,CA,52028,usa,2020-06-21,800,Y,low,8.17,Spanish
CUST101682,john lee,male,1962-06-10,savngs,Open,6922.79,gbp,Ch-003,+1-489-115-5959,user1682@gmial.com,actve,873 Broadway,atlanta,TX,73604,usa,2005-05-20,740,no,low,22.94,Spanish
CUST101683,sArAh brown,F,1981-08-03,savngs,Suspended,4041.25,gbp,mi007,+1-180-666-1095,user1683@gmail.com,actve,1188 2nd Ave,miami,CA,50011,USA,2016-03-14,306,N,Medium,7.92,ENGLISH
CUST101684,bOb doe,M,1994-06-18,currnt,open,2805.1,eur,LD-005,+1-879-685-7038,user1684@protonmail.com,INACTIVE,6314 Elm Street,New York,IL,37860,United States,2018-09-19,777,N,high,13.85,spanish
CUST101685,ALICE JOHNSON,Female,1996-03-21,Checking,CLOSED,5277.59,GBP,la002,+1-242-174-8552,user1685@yahoo.com,ACTIVE,1177 Maple Dr,los angeles,CA,78967,UsA,2010-05-30,305,No,low,0.01,spanish
CUST101686,bOb doe,FEMALE,1995-02-15,savings,open,8605.27,eur,sf006,+1-469-443-9363,user1686@protonmail.com,active,6920 Elm Street,houston,NY,28901,UsA,2013-11-14,336,yes,low,6.61,Spanish
CUST101687,DavE lee,Male,1957-02-18,currnt,Suspended,3740.51,usd,NY-001,+1-421-220-8545,user1687@protonmail.com,Inactive,9422 2nd Ave,atlanta,FL,66102,usa,2007-10-24,516,No,medium,1.32,English
CUST101688,mAry lee,FEMALE,1992-10-24,checKing,Open,5193.3,GBP,sf006,+1-598-567-5764,user1688@protonmail.com,active,396 Elm Street,houston,CA,75157,United States,2015-08-19,830,No,high,0.75,english
CUST101689,sArAh SMITH,FEMALE,1967-10-10,savngs,open,5212.11,eur,sf006,+1-823-192-3260,user1689@yahoo.com,INACTIVE,9503 Elm Street,CHICAGO,TX,79312,UsA,2016-06-22,615,N,Medium,24.89,English
CUST101690,DavE JOHNSON,male,1985-03-29,checKing,suspended,7828.01,GBP,la002,+1-599-403-7309,user1690@gmail.com,active,8980 Sunset Blvd,miami,CA,29646,USA,2005-01-29,520,Yes,high,19.12,English
CUST101691,mAry SMITH,M,1975-05-01,Checking,open,3592.08,usd,mi007,+1-716-289-2222,user1691@yahoo.com,ACTIVE,3442 Maple Dr,los angeles,NY,83335,USA,2021-05-11,636,yes,Medium,8.41,English
CUST101692,ALICE brown,Male,1959-01-03,currnt,open,6404.37,eur,tx004,+1-198-654-3370,user1692@gmail.com,ACTIVE,510 Broadway,miami,IL,30845,usa,2022-11-03,398,Y,Medium,17.03,Spanish
CUST101693,ALICE JOHNSON,FEMALE,1980-11-11,currnt,Suspended,2865.03,GBP,Ch-003,+1-387-194-7599,user1693@yahoo.com,inactve,547 Main St,New York,FL,67780,UsA,2017-09-23,751,yes,Medium,13.17,spanish
CUST101694,mAry doe,Male,1982-08-15,savings,CLOSED,5333.48,usd,NY-001,+1-241-546-5362,user1694@protonmail.com,active,6990 Broadway,houston,CA,56234,USA,2005-02-15,428,No,High,22.95,ENGLISH
CUST101695,mAry JOHNSON,Female,1978-03-20,savngs,CLOSED,6105.31,gbp,tx004,+1-281-266-3308,user1695@gmial.com,Inactive,322 Main St,New York,IL,86094,UsA,2006-08-12,379,Yes,high,6.23,spanish
CUST101696,ALICE JOHNSON,male,1954-05-25,savings,Suspended,6505.89,GBP,Ch-003,+1-717-588-6476,user1696@outlok.com,INACTIVE,1445 Elm Street,los angeles,NY,78080,usa,2017-03-26,388,N,Medium,12.81,Spanish
CUST101697,ALICE JOHNSON,Female,1962-08-30,currnt,open,2947.7,usd,sf006,+1-624-701-2219,user1697@gmial.com,INACTIVE,3650 Sunset Blvd,miami,NY,69289,usa,2012-05-13,339,yes,High,0.16,spanish
CUST101698,john brown,Male,1950-02-01,currnt,open,1980.6,gbp,NY-001,+1-560-154-5330,user1698@outlok.com,ACTIVE,6921 Main St,los angeles,IL,59332,United States,2006-04-18,559,Y,low,18.19,Spanish
CUST101699,ALICE SMITH,Male,1972-09-19,savings,closed,4703.83,usd,la002,+1-838-848-7003,user1699@gmail.com,inactve,6407 Elm Street,miami,CA,78738,UsA,2008-06-08,418,yes,Medium,14.45,English
CUST101700,DavE o'connor,M,1989-07-30,currnt,suspended,4145.23,USD,sf006,+1-372-235-2724,user1700@outlok.com,inactve,3544 Broadway,CHICAGO,NY,15766,USA,2012-04-17,541,no,high,15.58,english
CUST101701,bOb lee,FEMALE,1952-03-11,current,Open,2870.86,usd,tx004,+1-943-666-6678,user1701@protonmail.com,INACTIVE,5005 Elm Street,los angeles,TX,71049,usa,2005-08-08,578,no,Medium,18.15,spanish
CUST101702,sArAh SMITH,FEMALE,1952-07-15,Checking,Open,3041.56,eur,LD-005,+1-797-400-7108,user1702@protonmail.com,inactve,3304 Sunset Blvd,houston,CA,85383,UsA,2015-07-15,663,Y,High,9.53,english
CUST101703,bOb doe,Female,1956-02-27,savngs,CLOSED,4282.87,eur,sf006,+1-597-953-1743,user1703@yahoo.com,Inactive,4470 Broadway,New York,FL,82660,UsA,2012-08-09,530,yes,high,3.91,english
CUST101704,mAry brown,male,1985-04-22,Checking,Suspended,7563.79,eur,NY-001,+1-426-545-9286,user1704@yahoo.com,INACTIVE,8175 2nd Ave,atlanta,NY,18981,USA,2017-12-28,410,Yes,medium,4.6,english
CUST101705,john JOHNSON,F,1984-02-17,savngs,open,3152.39,eur,NY-001,+1-229-102-3318,user1705@gmail.com,ACTIVE,2166 Main St,los angeles,NY,15947,usa,2020-07-27,380,Y,low,18.3,Spanish
CUST101706,ALICE lee,FEMALE,1964-07-03,currnt,suspended,6337.25,USD,sf006,+1-229-964-7015,user1706@yahoo.com,actve,148 Broadway,atlanta,NY,56661,United States,2012-11-15,475,No,low,24.85,ENGLISH
CUST101707,bOb brown,M,1989-11-23,savings,Open,2793.1,USD,sf006,+1-608-950-1000,user1707@gmial.com,Inactive,6883 Main St,CHICAGO,GA,25979,UsA,2022-08-08,824,No,High,11.23,spanish
CUST101708,bOb brown,Female,1952-06-13,savings,Suspended,3869.54,USD,la002,+1-827-688-1295,user1708@gmail.com,INACTIVE,2009 Elm Street,los angeles,FL,40282,usa,2007-02-08,790,Y,Medium,4.3,English
CUST101709,bOb o'connor,Female,1978-08-03,currnt,Suspended,2701.68,gbp,la002,+1-851-150-2038,user1709@gmial.com,active,3318 Elm Street,CHICAGO,FL,24282,United States,2013-11-26,625,No,high,1.74,english
CUST101710,sArAh SMITH,F,1979-11-27,savngs,open,8259.08,GBP,tx004,+1-747-508-4597,user1710@gmial.com,actve,3400 Sunset Blvd,houston,TX,50212,usa,2014-01-01,495,N,medium,12.03,Spanish
CUST101711,ALICE brown,M,1988-11-25,currnt,suspended,6434.65,eur,LD-005,+1-821-450-7717,user1711@gmial.com,Inactive,574 Elm Street,New York,CA,67267,usa,2014-06-28,517,no,Medium,17.91,ENGLISH
CUST101712,sArAh o'connor,male,1967-05-01,savngs,Suspended,6052.06,GBP,Ch-003,+1-381-154-8526,user1712@protonmail.com,ACTIVE,3711 2nd Ave,houston,GA,86336,UsA,2022-04-05,576,Yes,Low,15.05,ENGLISH
CUST101713,mAry JOHNSON,M,1960-07-31,currnt,Open,5975.5,eur,sf006,+1-275-316-3228,user1713@gmial.com,inactve,5734 Maple Dr,atlanta,CA,30703,UsA,2022-09-07,757,Yes,Medium,7.29,english
CUST101714,ALICE SMITH,male,1992-11-06,currnt,closed,3789.02,eur,NY-001,+1-385-967-8700,user1714@gmail.com,Inactive,2930 Elm Street,CHICAGO,GA,86178,USA,2021-08-12,739,Yes,medium,14.86,Spanish
CUST101715,bOb brown,M,1998-02-10,currnt,Open,5053.38,eur,mi007,+1-281-615-3669,user1715@protonmail.com,active,9284 Broadway,atlanta,GA,91918,USA,2007-11-06,383,yes,High,13.58,spanish
CUST101716,ALICE o'connor,M,1987-12-19,savings,suspended,3432.02,USD,NY-001,+1-673-725-6375,user1716@yahoo.com,active,9301 Sunset Blvd,atlanta,CA,38710,usa,2014-12-15,383,Y,medium,5.42,ENGLISH
CUST101717,DavE o'connor,Male,1989-10-16,savngs,closed,9041.23,gbp,tx004,+1-838-906-5587,user1717@outlok.com,active,8939 Main St,miami,IL,36653,UsA,2019-10-20,644,No,Medium,10.23,ENGLISH
CUST101718,bOb lee,Female,1950-06-17,checKing,Suspended,3312.95,eur,Ch-003,+1-105-159-2457,user1718@protonmail.com,INACTIVE,5022 Broadway,los angeles,TX,92176,usa,2013-05-01,690,yes,High,21.89,english
CUST101719,mAry brown,M,1978-02-03,currnt,Open,3709.11,eur,mi007,+1-597-632-9465,user1719@gmial.com,actve,8217 Main St,los angeles,NY,75614,UsA,2016-07-04,562,No,high,18.81,Spanish
CUST101720,bOb brown,F,1959-11-14,Checking,open,7405.45,eur,Ch-003,+1-287-264-5289,user1720@yahoo.com,INACTIVE,4437 Maple Dr,los angeles,IL,59378,United States,2020-08-04,764,Y,High,23.24,Spanish
CUST101721,bOb brown,M,1977-10-02,Checking,suspended,4842.86,usd,sf006,+1-834-563-4938,user1721@gmial.com,inactve,4626 Broadway,CHICAGO,GA,98345,UsA,2019-01-01,582,No,Medium,22.3,Spanish
CUST101722,john lee,FEMALE,1980-07-15,savings,Suspended,5905.93,eur,Ch-003,+1-192-239-7876,user1722@outlok.com,Inactive,5514 Elm Street,atlanta,CA,38414,usa,2006-02-23,765,yes,Medium,6.18,Spanish
CUST101723,mAry lee,Female,1968-07-09,current,open,4877.7,USD,tx004,+1-174-498-9884,user1723@outlok.com,actve,5937 Main St,houston,IL,44736,USA,2011-03-28,383,yes,High,21.55,english
CUST101724,sArAh SMITH,FEMALE,1952-08-08,checKing,closed,3965.97,USD,mi007,+1-913-890-7113,user1724@gmial.com,Inactive,6727 Broadway,New York,FL,56930,UsA,2013-04-24,685,yes,High,15.38,english
CUST101725,DavE lee,Female,1985-01-10,savings,CLOSED,3967.31,GBP,NY-001,+1-106-593-2079,user1725@gmail.com,ACTIVE,3545 2nd Ave,houston,FL,76102,usa,2018-09-15,536,Yes,low,24.05,ENGLISH
CUST101726,john o'connor,FEMALE,1992-04-29,current,CLOSED,6293.91,USD,la002,+1-160-905-6757,user1726@yahoo.com,ACTIVE,4733 Main St,atlanta,FL,73626,United States,2006-02-09,829,no,High,4.9,ENGLISH
CUST101727,bOb o'connor,M,1964-05-02,savings,closed,5341.06,GBP,NY-001,+1-675-756-1966,user1727@gmial.com,Inactive,5555 Sunset Blvd,CHICAGO,FL,32252,USA,2014-11-21,627,yes,Medium,8.6,spanish
CUST101728,mAry JOHNSON,M,1982-09-04,Checking,CLOSED,6804.52,gbp,la002,+1-193-218-7091,user1728@outlok.com,actve,7480 Sunset Blvd,New York,GA,39381,USA,2011-01-22,834,no,Low,10.02,English
CUST101729,ALICE o'connor,Male,1990-12-26,currnt,suspended,6785.6,usd,la002,+1-101-725-3916,user1729@protonmail.com,active,4838 Main St,New York,GA,60412,United States,2012-02-28,682,N,low,0.59,ENGLISH
CUST101730,john JOHNSON,F,1992-08-08,savngs,Suspended,5865.48,USD,tx004,+1-964-574-2789,user1730@gmial.com,actve,1419 Sunset Blvd,CHICAGO,TX,42515,UsA,2010-11-07,742,yes,High,11.99,english
CUST101731,DavE JOHNSON,FEMALE,2000-09-17,currnt,Suspended,6571.53,eur,sf006,+1-935-772-2411,user1731@gmial.com,INACTIVE,9369 2nd Ave,miami,TX,95695,United States,2010-09-28,791,No,High,23.59,spanish
CUST101732,mAry o'connor,male,1994-02-27,Checking,suspended,5805.65,gbp,Ch-003,+1-422-290-8002,user1732@outlok.com,actve,6155 2nd Ave,atlanta,CA,59162,usa,2019-05-01,348,Y,high,20.38,ENGLISH
CUST101733,ALICE SMITH,Male,1975-11-11,savngs,Open,5570.69,eur,sf006,+1-182-865-1714,user1733@outlok.com,Inactive,9386 Main St,miami,FL,29663,United States,2017-07-24,422,N,medium,4.98,spanish
CUST101734,ALICE o'connor,FEMALE,1965-05-08,current,Suspended,4514.09,GBP,tx004,+1-861-471-4725,user1734@gmail.com,actve,124 2nd Ave,CHICAGO,NY,78828,USA,2014-04-29,655,yes,high,7.06,english
CUST101735,mAry o'connor,FEMALE,1985-07-06,current,CLOSED,2461.78,GBP,sf006,+1-936-982-8218,user1735@outlok.com,ACTIVE,8506 Sunset Blvd,los angeles,CA,53398,UsA,2017-06-07,847,Yes,low,24.4,Spanish
CUST101736,bOb JOHNSON,Male,1982-07-24,Checking,suspended,4048.15,usd,sf006,+1-154-940-3230,user1736@outlok.com,Inactive,9588 Main St,CHICAGO,NY,75880,usa,2005-06-02,380,N,Low,1.5,spanish
CUST101737,john JOHNSON,M,1969-03-27,savngs,open,7170.8,gbp,la002,+1-304-144-1537,user1737@yahoo.com,INACTIVE,6595 Maple Dr,New York,TX,47683,UsA,2022-12-07,725,yes,High,11.35,Spanish
CUST101738,sArAh JOHNSON,FEMALE,1962-04-14,currnt,Open,5432.51,GBP,NY-001,+1-573-172-8048,user1738@gmial.com,Inactive,8252 Maple Dr,CHICAGO,FL,94691,United States,2020-12-02,411,No,Medium,22.17,English
CUST101739,sArAh JOHNSON,M,1982-05-23,Checking,open,4397.06,eur,mi007,+1-707-421-1240,user1739@outlok.com,Inactive,535 Broadway,los angeles,TX,87019,United States,2010-02-03,538,No,Low,17.43,ENGLISH
CUST101740,sArAh lee,Male,1954-07-24,current,CLOSED,6802.55,USD,la002,+1-104-595-5201,user1740@yahoo.com,actve,6002 2nd Ave,atlanta,CA,81411,usa,2006-04-08,653,No,Medium,24.56,english
CUST101741,DavE JOHNSON,M,1986-05-09,Checking,open,4328.33,USD,mi007,+1-817-949-2419,user1741@outlok.com,inactve,1287 Broadway,CHICAGO,FL,19691,United States,2014-06-26,697,No,High,24.38,spanish
CUST101742,sArAh doe,Female,1963-09-03,currnt,CLOSED,6061.65,gbp,tx004,+1-998-616-6116,user1742@gmial.com,INACTIVE,5543 Sunset Blvd,atlanta,NY,23863,UsA,2006-02-07,710,yes,low,18.81,Spanish
CUST101743,ALICE o'connor,male,1976-02-07,savings,Suspended,6994.6,gbp,mi007,+1-675-828-6361,user1743@outlok.com,INACTIVE,8362 Maple Dr,atlanta,FL,93853,United States,2007-02-19,476,no,medium,12.16,english
CUST101744,sArAh lee,FEMALE,1972-12-28,checKing,Open,5910.98,GBP,sf006,+1-815-400-4719,user1744@outlok.com,active,8794 Sunset Blvd,atlanta,FL,43815,UsA,2008-07-05,416,N,Medium,15.6,spanish
CUST101745,DavE doe,F,1963-04-19,checKing,closed,6592.65,USD,sf006,+1-930-761-3307,user1745@protonmail.com,INACTIVE,801 Elm Street,CHICAGO,IL,58813,United States,2013-03-03,499,No,low,19.85,Spanish
CUST101746,john SMITH,male,1989-11-05,checKing,CLOSED,5708.93,usd,mi007,+1-916-681-9550,user1746@protonmail.com,active,3198 Broadway,houston,GA,73838,usa,2015-06-03,400,No,high,7.32,English
CUST101747,DavE o'connor,M,1953-02-21,savings,suspended,2142.86,usd,mi007,+1-579-523-4495,user1747@yahoo.com,ACTIVE,4366 2nd Ave,CHICAGO,FL,57322,UsA,2022-03-07,767,yes,high,11.46,Spanish
CUST101748,ALICE SMITH,FEMALE,1988-01-01,currnt,suspended,6966.22,usd,NY-001,+1-985-978-7752,user1748@outlok.com,Inactive,9765 Main St,houston,IL,79219,usa,2022-12-20,597,Y,Medium,16.68,English
CUST101749,DavE lee,M,2001-01-11,savngs,Suspended,6203.57,usd,Ch-003,+1-452-234-5212,user1749@yahoo.com,active,635 Broadway,houston,NY,70178,USA,2019-04-12,680,N,high,6.78,Spanish
CUST101750,john lee,Female,1968-11-09,Checking,suspended,4543.5,GBP,tx004,+1-385-583-2893,user1750@gmial.com,actve,8801 Broadway,los angeles,TX,39283,USA,2018-08-21,381,Yes,Low,16.43,Spanish
CUST101751,DavE o'connor,Male,1996-08-22,currnt,open,4118.71,eur,sf006,+1-523-956-2443,user1751@protonmail.com,INACTIVE,2441 Elm Street,miami,CA,79694,United States,2017-07-09,844,Yes,Low,3.65,ENGLISH
CUST101752,DavE JOHNSON,FEMALE,1953-05-08,savings,Suspended,5185.4,usd,mi007,+1-739-912-9432,user1752@protonmail.com,actve,8944 Sunset Blvd,houston,IL,63562,UsA,2018-04-10,749,Yes,High,10.49,english
CUST101753,ALICE JOHNSON,Female,1979-08-02,current,suspended,3201.08,GBP,sf006,+1-244-585-4312,user1753@gmail.com,actve,5415 Maple Dr,New York,CA,81528,United States,2011-12-28,690,Y,Medium,2.55,English
CUST101754,john doe,Female,1968-08-30,checKing,open,6414.33,usd,LD-005,+1-924-418-9821,user1754@gmail.com,INACTIVE,8520 2nd Ave,miami,NY,78936,usa,2013-11-04,602,yes,Low,21.09,english
